TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr2,dist1,dist2,P_emaildomain,R_emaildomain,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6
2991768,0,169219,24.95,W,12839,321,150,visa,226,debit,87,,,hotmail.com,,132,112,0,0,143,106,0,0,74,0,97,0,537,110,15,,15,,,,,,,462,,,,,,,,,,,T
2991769,0,169221,50,H,12023,216,150,mastercard,224,credit,87,,,hotmail.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2991770,1,169237,107.95,W,16659,170,150,visa,226,credit,87,2,,,,3,3,0,0,1,3,0,0,2,0,3,0,5,2,133,133,0,,,,,,,133,0,,,,133,T,T,T,,,T
2991771,0,169258,171,W,17756,543,150,mastercard,224,debit,87,11,,anonymous.com,,43,30,0,0,18,20,0,0,18,0,24,0,88,30,0,,,,,,,,,206,,,,,,T,T,T,M0,F,T
2991772,0,169258,100,W,9500,321,150,visa,226,debit,87,,,aol.com,,2,3,0,0,0,2,0,0,1,0,1,0,37,2,47,47,0,,,,,,,127,,,,,,,,,M1,F,T
2991773,0,169278,226,W,12577,268,150,visa,166,debit,87,20,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,,,,,,,0,0,,,,310,T,T,T,M0,T,T
2991774,0,169285,112.99,W,7919,194,150,mastercard,166,debit,87,,,gmail.com,,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,,,,,,,,,0,,,,,,,,,M1,F,F
2991775,0,169286,100,H,10486,514,150,mastercard,219,credit,87,,,gmail.com,,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2991776,0,169289,41,W,17131,111,150,mastercard,224,debit,87,12,,yahoo.com,,1,2,0,0,0,1,0,0,1,0,1,0,5,1,105,105,2,20,20,,,,,20,105,,,,105,T,T,T,M0,T,T
2991777,0,169290,29.002,C,15885,545,185,visa,138,debit,,,,gmail.com,gmail.com,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,,,,,,,,,0,,,,,,,,,M2,,
2991778,0,169310,40,W,6062,159,150,mastercard,117,debit,87,,,gmail.com,,1,1,0,0,0,1,0,0,0,0,1,0,2,1,2,2,1,,,,,,,2,,,,,,,,,M0,F,F
2991779,0,169313,100,H,10486,514,150,mastercard,219,credit,87,,,gmail.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,0.958333015,0.958333015,,,,,,,,,,,,
2991780,0,169323,303.95,W,10856,268,150,visa,166,debit,87,379,,yahoo.com,,126,122,0,0,108,82,0,0,72,0,81,0,462,99,122,122,7,80,7,,,,,123,60,,,,123,T,T,T,,,F
2991781,0,169327,59,W,14092,111,150,visa,226,debit,87,1042,,,,2,3,0,0,0,2,0,0,1,0,1,0,8,2,23,23,23,,,,,,,23,321,,,,321,T,T,T,M0,F,F
2991782,0,169329,173,W,17188,321,150,visa,226,debit,87,,,gmail.com,,3,3,0,0,0,1,0,0,2,0,1,0,3,3,0,,,393,151,,,,,0,0,,,,393,T,T,T,M1,F,F
2991783,0,169333,44.95,W,6580,284,150,visa,100,debit,87,,,gmail.com,,2,1,0,0,1,1,0,0,1,0,1,0,2,2,0,,,,,,,,,62,,,,,,,,,,,F
2991784,0,169348,25,W,9500,321,150,visa,226,debit,87,,,yahoo.com,,4,3,0,0,1,1,0,0,1,0,2,0,28,4,11,11,11,485,11,,,,,436,,,,,485,,,,,,T
2991785,0,169362,50,H,15742,481,150,visa,226,credit,87,,,anonymous.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2991786,0,169370,226,W,7919,194,150,mastercard,166,debit,87,,,yahoo.com,,3,2,0,0,0,3,0,0,1,0,3,0,10,3,57,57,30,456,49,,,,,334,,,,,240,,,,M0,F,F
2991787,0,169399,87,W,5454,532,150,mastercard,224,debit,87,0,,,,2,1,0,0,0,0,0,0,2,0,1,0,1,1,60,,59,,,,,,,61,59,,,,61,T,T,T,M1,F,
2991788,0,169431,250,R,17188,321,150,visa,226,debit,87,,,yahoo.com,yahoo.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2991789,0,169436,2394.95,W,10616,583,150,visa,226,credit,87,,,gmail.com,,1,2,0,0,1,1,0,0,1,0,1,0,1,1,0,,0,,,,,,,0,,,,,,,,,,,
2991790,0,169451,150,W,6459,100,150,mastercard,224,credit,87,,,hotmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,6,1,40,40,0,40,0,,,,,40,,,,,40,,,,M2,T,T
2991791,0,169467,117,W,9500,321,150,visa,226,debit,87,4,,aol.com,,2,3,0,0,0,2,0,0,1,0,1,0,37,2,47,47,0,,,,,,,127,,,,,,T,T,T,M1,F,T
2991792,1,169472,47.128,C,1129,459,185,mastercard,224,credit,,,,hotmail.com,hotmail.com,2,4,0,2,0,2,2,3,0,3,4,4,0,0,13,,14,,,,,,,0,,,,,,,,,M2,,
2991793,0,169487,107.95,W,5033,269,150,mastercard,224,debit,87,7,,,,3,1,0,0,1,2,0,0,1,0,1,0,12,3,63,63,31,,,,,,,459,,,,,,T,T,T,,,T
2991794,0,169508,49,W,6062,159,150,mastercard,117,debit,87,11,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,2,1,2,2,0,2,1,,,,,2,0,,,,2,T,T,T,M0,F,F
2991795,0,169517,159.95,W,6388,512,150,mastercard,224,debit,87,7,,gmail.com,,137,131,0,0,93,94,0,0,84,0,106,0,495,111,107,107,25,148,25,,,,,148,107,,,,148,T,T,T,,,T
2991796,0,169519,90,W,5523,512,150,mastercard,117,debit,87,,,aol.com,,3,1,0,0,3,2,0,0,1,0,2,0,30,3,198,198,16,,,,,,,483,,,,,112,,,,,,F
2991797,1,169535,10,S,3821,111,150,mastercard,219,credit,87,,,,yahoo.com,1,1,0,1,0,0,0,1,0,1,1,0,2,1,0,0,,,,0,0,0.958333015,0.958333015,0,,,,,,,,,,,
2991798,0,169539,29.243,C,10568,204,185,visa,226,credit,,,,gmail.com,gmail.com,2,5,0,2,0,2,2,1,0,2,2,2,3,2,7,7,8,,,,,,,0,,,,,,,,,M2,,
2991799,0,169540,29,W,15066,170,150,mastercard,102,credit,87,,,gmail.com,,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,,,,,,,,,0,,,,,,,,,M0,T,F
2991800,1,169551,80,W,16554,122,150,mastercard,126,debit,87,,,yahoo.com,,1,1,0,0,0,1,0,0,1,0,2,0,2,1,30,30,31,,,,,,,31,,,,,,,,,M2,T,F
2991801,0,169558,87,W,7508,321,150,visa,226,debit,87,,,gmail.com,,2,1,0,0,0,1,0,0,3,0,2,0,5,2,59,59,13,,,,,,,272,,,,,,T,F,F,M0,F,F
2991802,0,169562,280,W,5571,485,150,mastercard,229,debit,87,23,,icloud.com,,2,1,0,0,0,1,0,0,1,0,1,0,3,2,0,,,,,,,,,239,,,,,,T,T,T,M0,T,F
2991803,0,169570,29,W,3681,513,150,visa,166,debit,87,109,,gmail.com,,2,4,0,0,0,3,0,0,1,0,1,0,2,1,49,49,49,,,,,,,0,,,,,,T,T,T,M0,T,F
2991804,0,169571,35.95,W,6457,321,150,visa,195,debit,87,4,,gmail.com,,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,,,,,,,,,0,,,,,,T,T,T,,,F
2991805,0,169595,171,W,12396,458,150,visa,226,debit,87,11,,gmail.com,,10,6,0,0,4,11,0,0,10,0,6,0,21,7,182,182,83,,,,,,,333,,,,,,T,T,F,M0,T,F
2991806,0,169613,140,W,2781,555,150,visa,166,debit,87,,,gmail.com,,1,1,0,0,0,2,0,0,1,0,1,0,3,1,3,3,0,,,,,,,4,,,,,,,,,M0,T,F
2991807,0,169633,13.474,C,15916,500,185,mastercard,190,credit,,,,anonymous.com,anonymous.com,1,2,0,2,0,2,2,2,0,1,2,2,1,1,236,,236,,,,,350.9583435,0.958333015,0,,,,241,,,,,M0,,
2991808,0,169643,58.95,W,14014,146,150,mastercard,117,debit,87,,,,,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,,,,,,,,,0,,,,,0,,,,,,F
2991809,0,169646,54.5,W,12556,514,150,mastercard,224,debit,87,11,,yahoo.com,,1,1,0,0,0,1,0,0,1,0,1,0,3,1,43,43,28,,,,,,,43,,,,,,T,T,F,M0,F,F
2991810,0,169649,159.95,W,13234,298,150,visa,226,debit,87,8,,gmail.com,,4,1,0,0,1,2,0,0,2,0,1,0,12,4,0,,,0,,,,,,455,0,,,,,T,T,F,,,F
2991811,0,169652,51,W,4515,369,150,mastercard,224,debit,87,,,,,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,,,,,,,,,0,,,,,,T,F,F,M0,F,F
2991812,0,169661,100,W,1675,174,150,visa,226,debit,87,,,,,1,1,0,0,0,1,0,0,1,0,1,0,2,1,7,7,0,,,,,,,8,,,,,,,,,M0,F,T
2991813,0,169662,30,H,8908,583,150,visa,226,credit,87,,,gmail.com,,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,,,0,,,,,,0,,,0,0,,,,,,,
2991814,0,169679,200,W,16485,174,150,visa,226,debit,87,,,,,2,4,0,0,0,0,0,0,1,0,2,0,9,2,129,129,31,,,,,,,33,,,,,304,,,,M0,F,T
2991815,0,169681,59,W,17400,174,150,visa,226,debit,87,12,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,M0,T,T
2991816,0,169689,107.95,W,16362,555,150,visa,226,debit,87,34,,yahoo.com,,104,94,0,0,140,92,0,0,62,0,76,0,508,92,216,216,11,216,11,,,,,0,320,,,,320,T,T,T,,,F
2991817,0,169694,100,W,2803,100,150,visa,226,debit,87,,,gmail.com,,9,6,0,0,4,8,0,0,6,0,6,0,21,8,455,455,30,,,,,,,456,,,,,46,,,,,,T
2991818,0,169737,335,W,7919,194,150,mastercard,166,debit,87,1764,,,,106,100,0,0,132,73,0,0,61,0,77,0,385,78,30,,1,,,,,,,30,,,,,,T,F,F,M0,F,F
2991819,0,169749,10,W,9112,250,150,visa,226,debit,87,,,yahoo.com,,3,3,0,0,1,2,0,0,3,0,3,0,6,2,96,96,4,,,,,,,96,,,,,,,,,,,F
2991820,0,169757,303.95,W,7861,494,150,visa,226,credit,87,,,yahoo.com,,127,123,0,0,108,82,0,0,72,0,81,0,463,100,0,,,80,0,,,,,416,,,,,123,,,,,,F
2991821,0,169785,950.95,W,8159,552,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,,,0,,,,,,0,,,,,0,,,,,,F
2991822,0,169805,49,W,10856,268,150,visa,166,debit,87,,,,,4,3,0,0,0,3,0,0,2,0,2,0,19,3,359,359,2,,,,,,,117,,,,,359,,,,M0,F,T
2991823,0,169810,25,W,6107,467,150,visa,226,debit,87,,,anonymous.com,,3,2,0,0,2,3,0,0,2,0,3,0,32,3,168,168,38,73,38,,,,,168,,,,,,,,,M0,F,F
2991824,0,169816,29,W,7005,111,150,visa,226,debit,87,361,,,,1,2,0,0,0,1,0,0,1,0,1,0,2,1,19,19,19,,,,,,,0,,,,,,T,T,T,M0,F,T
2991825,0,169829,92,W,7919,194,150,mastercard,166,debit,87,,,gmail.com,,2,2,0,0,0,1,0,0,2,0,1,0,6,2,0,,,31,31,,,,,91,,,,,151,,,,M0,F,F
2991826,0,169836,30,S,16314,400,150,mastercard,224,debit,87,,,,yahoo.com,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2991827,0,169850,30.95,W,4436,174,150,visa,183,debit,87,,,gmail.com,,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,,T,T,T,,,F
2991828,0,169854,40,H,7841,555,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2991829,0,169855,80,W,12544,321,150,visa,226,debit,87,,,yahoo.com,,109,86,0,0,210,93,0,0,59,0,71,0,606,91,0,0,0,,,,,,,462,,,,,,T,F,F,,,T
2991830,0,169855,6.405,C,15885,545,185,visa,138,debit,,,,hotmail.com,hotmail.com,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,,,,,,,,,0,,,,,,,,,M2,,
2991831,0,169897,527,W,3682,264,150,visa,162,credit,87,456,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,381,381,381,,,,,,,381,,,,,,T,T,T,M0,F,F
2991832,0,169898,175,R,2683,555,150,mastercard,224,debit,87,,,gmail.com,gmail.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2991833,0,169898,52.95,W,7919,194,150,mastercard,166,debit,87,,,,,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,,,,,,,,,0,,,,,,,,,,,T
2991834,0,169906,200,W,11757,555,150,visa,226,debit,87,,,gmail.com,,2,2,0,0,0,1,0,0,1,0,1,0,9,2,57,57,14,382,14,,,,,28,,,,,,,,,M0,F,F
2991835,0,169911,59,W,12544,321,150,visa,226,debit,87,6,,yahoo.com,,1,1,0,0,1,1,0,0,1,0,1,0,8,1,116,116,9,116,116,,,,,116,116,,,,116,T,T,T,M0,F,F
2991836,0,169942,90,W,12037,595,150,mastercard,224,debit,87,,,,,1,2,0,0,1,0,0,0,1,0,1,0,14,1,462,462,28,,,,,,,323,,,,,462,,,,,,F
2991837,0,169945,57.95,W,7005,111,150,visa,226,debit,87,,,gmail.com,,3,5,0,0,9,6,0,0,4,0,4,0,68,3,338,338,121,,,,,,,466,,,,,,,,,,,F
2991838,0,169946,100,W,17400,174,150,visa,226,debit,87,,,yahoo.com,,1,1,0,0,2,1,0,0,1,0,1,0,10,1,145,145,20,145,20,,,,,145,,,,,145,,,,,,T
2991839,0,169947,100,W,17400,174,150,visa,226,debit,87,,,gmail.com,,4,2,0,0,2,1,0,0,1,0,1,0,12,4,37,37,9,,,,,,,105,,,,,,,,,,,F
2991840,0,169982,642.47,W,17480,181,150,visa,226,credit,87,12,,gmail.com,,2,2,0,0,1,2,0,0,1,0,1,0,3,2,154,154,154,,,,,,,154,,,,,,T,T,F,,,T
2991841,0,170025,514.95,W,11106,100,150,visa,226,credit,87,,,hotmail.com,,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,,,,,,,,,0,,,,,,,,,,,F
2991842,0,170044,25,S,9201,310,150,mastercard,224,debit,87,,1,,gmail.com,1,1,1,1,0,0,0,2,0,1,1,0,6,1,23,23,,,,,,11.95833302,0.958333015,,,,,,,,,,,,
2991843,0,170052,335,W,15066,170,150,mastercard,102,credit,87,,,hotmail.com,,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,,,,,,,,,0,,,,,,,,,M0,F,T
2991844,0,170077,25,S,9201,310,150,mastercard,224,debit,87,,1,,gmail.com,1,1,1,1,0,0,0,2,0,1,1,0,6,1,23,23,,,,,,11.95833302,0.958333015,,,,,,,,,,,,
2991845,0,170095,209.95,W,17188,321,150,visa,226,debit,87,,,yahoo.com,,5,4,0,0,1,1,0,0,2,0,1,0,1,1,28,,28,,,,,,,0,,,,,,,,,,,F
2991846,0,170100,30,W,7919,194,150,mastercard,166,debit,87,222,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,3,1,147,147,89,,,,,,,147,,,,,,T,T,T,M1,F,F
2991847,0,170111,186.95,W,10856,268,150,visa,166,debit,87,,,yahoo.com,,127,123,0,0,108,82,0,0,72,0,81,0,464,100,122,122,0,80,0,,,,,123,,,,,123,,,,,,F
2991848,0,170117,25,H,9803,583,150,visa,226,credit,87,,,anonymous.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,857.958313,0.958333015,,,,,,,,,,,,
2991849,1,170129,102,W,16070,111,150,visa,166,debit,87,,,gmail.com,,1,2,0,0,0,2,0,0,1,0,2,0,2,1,6,6,6,,,,,,,0,,,,,,T,F,F,M2,T,
2991850,0,170131,20,W,10613,250,150,visa,226,debit,87,,,yahoo.com,,1,1,0,0,1,1,0,0,1,0,1,0,2,1,27,27,27,,,,,,,27,,,,,,T,T,T,,,T
2991851,0,170134,35.95,W,2157,111,150,visa,226,debit,87,3,,aol.com,,2,1,0,0,2,1,0,0,1,0,1,0,2,2,0,,,,,,,,,15,,,,,,T,T,T,,,T
2991852,0,170142,59,W,7919,194,150,mastercard,166,debit,87,,,gmail.com,,2,2,0,0,0,1,0,0,2,0,1,0,6,2,0,0,0,31,0,,,,,91,,,,,151,,,,M0,F,F
2991853,0,170168,161,W,7919,194,150,mastercard,166,debit,87,2,,gmail.com,,2,4,0,0,0,2,0,0,1,0,1,0,2,2,0,,0,90,0,,,,,0,0,,,,90,T,T,T,M0,T,F
2991854,0,170170,25,W,16659,170,150,visa,226,credit,87,,,charter.net,,2,2,0,0,0,2,0,0,2,0,2,0,5,2,46,19,2,46,2,,,,,46,,,,,46,,,,M1,T,F
2991855,0,170172,171,W,9500,321,150,visa,226,debit,87,,,gmail.com,,3,2,0,0,0,4,0,0,2,0,3,0,2,2,0,,0,0,0,,,,,81,,,,,0,T,F,F,M1,F,F
2991856,0,170174,30,W,15446,460,150,mastercard,224,debit,87,,,hotmail.com,,5,4,0,0,2,2,0,0,3,0,4,0,22,5,402,402,15,,,,,,,403,,,,,,,,,,,F
2991857,0,170181,226,W,1078,512,150,visa,226,debit,87,1,,att.net,,4,1,0,0,1,1,0,0,1,0,1,0,28,4,90,90,12,477,12,,,,,477,430,,,,477,T,T,T,M0,F,T
2991858,0,170196,40,W,17598,268,150,visa,166,debit,87,,,aol.com,,4,2,0,0,2,1,0,0,1,0,1,0,25,3,230,230,13,278,13,,,,,231,,,,,278,,,,,,T
2991859,0,170200,161,W,2781,555,150,visa,166,debit,87,1,,gmail.com,,1,1,0,0,0,2,0,0,1,0,1,0,3,1,3,3,0,,,,,,,4,,,,,,T,T,T,M0,T,F
2991860,0,170202,200,W,8117,490,150,visa,226,debit,87,,,aol.com,,2,2,0,0,0,2,0,0,1,0,2,0,27,2,481,481,13,482,13,,,,,482,,,,,482,,,,M1,F,T
2991861,0,170218,25,S,9201,310,150,mastercard,224,debit,87,,1,,gmail.com,1,1,1,1,0,0,0,2,0,1,1,0,6,1,23,23,,,,,,11.95833302,0.958333015,,,,,,,,,,,,
2991862,0,170231,171,W,12396,458,150,visa,226,debit,87,,,gmail.com,,10,6,0,0,4,11,0,0,10,0,6,0,21,7,182,182,0,,,,,,,333,,,,,,,,,M0,T,F
2991863,1,170239,103.197,C,5812,408,185,mastercard,224,debit,,,80,hotmail.com,hotmail.com,3,5,0,2,0,2,2,3,0,3,5,5,0,0,0,,,0,,0,,0.958333015,0.958333015,0,,0,,,0,,,,M2,,
2991864,0,170249,50,R,16657,502,150,visa,226,debit,87,,,gmail.com,gmail.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,10.95833302,0.958333015,,,,,,,,,,,,
2991865,0,170259,30,H,8908,583,150,visa,226,credit,87,,,gmail.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,0,0,0,,,0.958333015,0.958333015,0,,,0,0,,,,,,,
2991866,0,170269,49,W,9500,321,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,,,0,,,,,,0,,,,,356,,,,M0,T,T
2991867,0,170271,272.95,W,18018,452,150,mastercard,117,debit,87,,,me.com,,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,,,,,,,,,0,,,,,,T,T,T,,,T
2991868,0,170307,39.95,W,14741,286,150,visa,226,debit,87,9,,,,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,,,,,,,,,0,,,,,,T,T,T,,,T
2991869,0,170309,58.44,W,7508,321,150,visa,226,debit,87,,,,,2,3,0,0,1,0,0,0,1,0,1,0,5,2,56,56,28,,,,,,,28,,,,,,,,,,,F
2991870,0,170316,117,W,8762,555,150,visa,226,debit,87,143,,yahoo.com,,1,2,0,0,0,2,0,0,1,0,2,0,7,1,82,82,6,,,,,,,82,82,,,,,T,F,F,M0,T,F
2991871,0,170325,103.97,W,2772,512,150,visa,226,debit,87,12,,gmail.com,,108,102,0,0,115,88,0,0,66,0,83,0,398,96,483,483,0,473,15,,,,,483,455,,,,483,T,T,T,,,T
2991872,0,170326,30,W,6236,194,150,mastercard,117,debit,87,,,gmail.com,,5,3,0,0,2,2,0,0,3,0,4,0,18,3,120,31,26,,,,,,,460,,,,,460,,,,,,T
2991873,0,170361,192.49,W,10740,170,150,mastercard,197,credit,87,,,,,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,,,,,,,,,0,,,,,,,,,,,F
2991874,0,170366,162.99,W,16560,476,150,visa,126,debit,87,,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,,,,,,,0,,,,,,T,T,T,M0,T,F
2991875,0,170392,554,W,16994,206,150,mastercard,126,debit,87,,,gmail.com,,2,2,0,0,0,1,0,0,1,0,1,0,10,2,57,57,58,,,,,,,58,,,,,207,,,,M0,T,F
2991876,0,170407,20,H,7919,194,150,mastercard,166,debit,87,,,gmail.com,yahoo.com,1,1,0,2,0,1,0,2,0,2,2,0,2,1,0,0,,,,,,,,,,,,,,,,,,,
2991877,0,170425,26.041,C,17782,408,185,visa,226,debit,,,,hotmail.com,hotmail.com,2,2,0,1,0,1,1,1,0,1,1,1,1,1,0,,,,,,,,,0,,,,,,,,,M2,,
2991878,0,170448,140,W,15359,562,150,mastercard,219,credit,87,,,verizon.net,,7,3,0,0,1,6,0,0,4,0,3,0,54,7,2,2,0,286,0,,,,,290,,,,,,,,,M0,T,T
2991879,1,170458,100,W,1764,158,150,visa,226,debit,87,,,,,25,12,0,0,48,9,0,0,9,0,9,0,105,21,425,425,64,,,,,,,426,,,,,426,,,,,,F
2991880,0,170460,40,W,6550,,150,visa,226,debit,87,,,,,1,1,0,0,1,0,0,0,1,0,1,0,5,1,34,34,10,,,,,,,34,,,,,,,,,,,T
2991881,0,170460,335,W,6236,194,150,mastercard,117,debit,87,3,,gmail.com,,1,2,0,0,0,2,0,0,1,0,1,0,3,1,130,130,10,,,,,,,10,,,,,,T,T,F,M0,F,T
2991882,0,170469,30,W,1546,111,150,visa,226,debit,87,,,yahoo.com,,3,2,0,0,0,1,0,0,1,0,1,0,27,3,451,451,7,451,7,,,,,315,,,,,,,,,M1,F,F
2991883,0,170522,50,W,6276,280,150,mastercard,117,debit,87,,,,,7,5,0,0,1,3,0,0,5,0,5,0,26,6,297,297,28,,,,,,,456,,,,,456,,,,,,T
2991884,0,170526,25,S,9201,310,150,mastercard,224,debit,87,,1,,gmail.com,1,1,1,1,0,0,0,2,0,1,1,0,6,1,23,23,,,,,,11.95833302,0.958333015,,,,,,,,,,,,
2991885,0,170558,167,W,10847,302,150,visa,226,credit,87,,,anonymous.com,,126,115,0,0,87,91,0,0,73,0,99,0,408,107,481,481,2,481,2,,,,,481,,,,,481,,,,M0,T,T
2991886,0,170563,26.041,C,15885,545,185,visa,138,debit,,,,hotmail.com,hotmail.com,2,2,0,1,0,1,1,1,0,1,1,1,1,1,0,,,,,,,0.958333015,0.958333015,0,,,,,,,,,M2,,
2991887,0,170605,63.683,C,15885,545,185,visa,138,debit,,,,hotmail.com,hotmail.com,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,,,,,,,,,0,,,,,,,,,M0,,
2991888,0,170619,340,W,13749,321,150,visa,226,credit,87,,,yahoo.com,,1,1,0,0,1,1,0,0,1,0,1,0,2,1,29,29,29,29,29,,,,,29,,,,,29,,,,,,T
2991889,0,170624,22.235,C,10736,130,185,visa,195,credit,,,,anonymous.com,anonymous.com,2,4,0,3,0,3,3,1,0,2,4,4,4,2,130,130,50,,,,,,,0,,,,,,,,,M2,,
2991890,0,170639,50,H,7919,194,150,mastercard,166,debit,87,,,hotmail.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2991891,0,170640,59,W,2157,111,150,visa,226,debit,87,30,,yahoo.com,,3,4,0,0,0,2,0,0,1,0,1,0,23,3,216,216,3,316,3,,,,,9,316,,,,316,T,T,T,M0,T,F
2991892,0,170641,140,W,10613,250,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,3,1,1,1,0,,,,,,,2,,,,,,,,,M0,F,F
2991893,0,170662,117,W,1675,174,150,visa,226,debit,87,,,yahoo.com,,1,1,0,0,0,1,0,0,1,0,1,0,2,1,7,7,0,,,,,,,8,,,,,,,,,M0,F,T
2991894,0,170678,250,W,14426,111,150,mastercard,224,debit,87,,,,,4,3,0,0,0,3,0,0,2,0,2,0,28,4,182,151,28,,,,,,,479,,,,,,,,,M0,F,T
2991895,0,170681,226,W,14025,479,150,visa,226,debit,87,0,,gmail.com,,19,21,0,0,13,12,0,0,14,0,16,0,49,14,201,201,23,,,,,,,0,,,,,,T,F,F,M0,T,F
2991896,0,170682,57.95,W,7919,194,150,mastercard,166,debit,87,8,,icloud.com,,125,122,0,0,100,94,0,0,73,0,86,0,466,111,0,,,59,50,,,,,0,0,,,,0,T,T,T,,,F
2991897,0,170684,77,W,7919,194,150,mastercard,166,debit,87,,,,,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,,,,,,,,,0,,,,,,T,T,T,M0,F,F
2991898,0,170695,100,R,6019,583,150,visa,226,credit,87,,,gmail.com,gmail.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2991899,0,170697,75,W,16659,170,150,visa,226,credit,87,,,icloud.com,,3,3,0,0,1,1,0,0,1,0,1,0,10,3,465,465,35,466,35,,,,,333,,,,,466,,,,,,T
2991900,0,170732,108.95,W,16075,514,150,mastercard,102,credit,87,,,gmail.com,,2,2,0,0,1,1,0,0,1,0,2,0,2,2,0,,,0,,,,,,0,,,,,0,,,,,,F
2991901,0,170745,52.49,W,17399,111,150,mastercard,224,debit,87,1,,yahoo.com,,3,2,0,0,0,1,0,0,1,0,1,0,4,3,81,81,81,,,,,,,81,,,,,,T,T,T,M0,T,T
2991902,0,170756,193,W,10847,302,150,visa,226,credit,87,2,,anonymous.com,,126,115,0,0,87,91,0,0,73,0,99,0,409,107,481,481,0,481,0,,,,,481,425,,,,481,T,T,T,M0,T,T
2991903,0,170772,209.95,W,1197,275,150,mastercard,224,debit,87,,,frontier.com,,1,1,0,0,1,1,0,0,0,0,1,0,3,1,190,190,34,,,,,,,190,,,,,190,,,,,,T
2991904,0,170775,25,W,9500,321,150,visa,226,debit,87,,,,,1,1,0,0,0,0,0,0,1,0,1,0,2,1,86,86,86,,,,,,,86,,,,,,,,,M1,T,F
2991905,0,170789,30,W,3808,555,150,visa,226,debit,87,,,,,1,1,0,0,1,0,0,0,1,0,1,0,8,1,108,108,13,,,,,,,108,,,,,,,,,,,F
2991906,0,170800,300,W,4921,475,150,visa,226,debit,87,,,gmail.com,,3,2,0,0,0,3,0,0,2,0,2,0,14,3,43,33,20,8,8,,,,,43,,,,,43,,,,M0,T,T
2991907,0,170811,57.95,W,13249,111,150,visa,226,debit,87,,,gmail.com,,3,2,0,0,1,3,0,0,2,0,3,0,3,3,0,,,,,,,,,0,,,,,,T,T,T,,,T
